"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_01_ACT_GVRN_ACT_MISSION","F9_01_ACT_GVRN_TERMIN_KONTR_X","F9_01_ACT_GVRN_NUM_VOTE_MEMB","F9_01_ACT_GVRN_NUM_VOTE_MEMB_IND","F9_01_ACT_GVRN_EMPL_TOT","F9_01_ACT_GVRN_VOL_TOT","F9_01_ACT_GVRN_UBIZ_REV_TOT","F9_01_ACT_GVRN_UBIZ_TAXABLE_NET","F9_01_REV_CONTR_TOT_CY","F9_01_REV_CONTR_TOT_CY_2","F9_01_REV_CONTR_TOT_PY","F9_01_REV_PROG_TOT_CY","F9_01_REV_PROG_TOT_PY","F9_01_REV_INVEST_TOT_CY","F9_01_REV_INVEST_TOT_PY","F9_01_REV_OTH_CY","F9_01_REV_OTH_PY","F9_01_REV_TOT_CY","F9_01_REV_TOT_PY","F9_01_EXP_GRANT_SIMILAR_CY","F9_01_EXP_GRANT_SIMILAR_PY","F9_01_EXP_BEN_PAID_MEMB_CY","F9_01_EXP_BEN_PAID_MEMB_PY","F9_01_EXP_SAL_ETC_CY","F9_01_EXP_SAL_ETC_PY","F9_01_EXP_PROF_FUNDR_TOT_CY","F9_01_EXP_PROF_FUNDR_TOT_PY","F9_01_EXP_FUNDR_TOT_CY","F9_01_EXP_OTH_CY","F9_01_EXP_OTH_CY_V2","F9_01_EXP_OTH_PY","F9_01_EXP_TOT_CY","F9_01_EXP_TOT_PY","F9_01_EXP_REV_LESS_EXP_CY","F9_01_EXP_REV_LESS_EXP_PY","F9_01_NAFB_ASSET_TOT_BOY","F9_01_NAFB_ASSET_TOT_EOY","F9_01_NAFB_LIAB_TOT_BOY","F9_01_NAFB_LIAB_TOT_EOY","F9_01_NAFB_TOT_BOY","F9_01_NAFB_TOT_EOY","EIN2"
"201542169349300224","https://s3.amazonaws.com/irs-form-990/201542169349300224_public.xml","2014v5.0","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2014","TO IMPROVE THE QUALITY OF LIFE FOR PEOPLE AND FAMILIES AFFECTED BY AUTISM.","","13","13","5","90","0","0","807942","","1068540","0","0","178300","155848","0","265","986242","1224653","529687","638824","0","0","298674","262551","0","0","134181","284912","","220863","1113273","1122238","-127031","102415","3007225","2710208","630794","510167","2376431","2200041","EIN-04-3543134"
"201502239349301300","https://s3.amazonaws.com/irs-form-990/201502239349301300_public.xml","2014v5.0","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2014","TO PROVIDE A CENTRAL CITY LOCATION WHERE, IN COOPERATION WITH OTHER GROUPS, WE CAN INTRODUCE, INTERPRET, AND STIMULATE THE STUDY OF PORTSMOUTH HISTORY. ACTIVITIES INCLUDE COLLECTING, PRESERVING, AND INTERPRETING EXAMPLES OF THE MATERIAL AND SOCIAL CULTURE OF PORTSMOUTH, PRESENTING PROGRAMS AND EXHIBITS, AND OPERATING A HISTORIC HOUSE MUSEUM AND VISITOR CENTER THAT SERVES AS A GATEWAY TO PORTSMOUTH.","","17","17","18","52","0","0","369518","","370786","108183","90817","264","121","116218","100196","594183","561920","0","0","0","0","261029","199776","0","0","68378","330307","","283212","591336","482988","2847","78932","1499549","1384021","481120","362745","1018429","1021276","EIN-02-0240383"
"201541319349201279","https://s3.amazonaws.com/irs-form-990/201541319349201279_public.xml","2014v5.0","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2014","","","","","","","","","","153414","","15234","","","","","","180598","","","","","","93925","","","","","","35792","","184439","","-3841","","","","","","37528","33687","EIN-04-3266589"
"201501529349300625","https://s3.amazonaws.com/irs-form-990/201501529349300625_public.xml","2014v5.0","50258941","BETHANY HOME OF RI INC","","990","2014","BETHANY HOME'S MISSION IS TO PROVIDE SUPERIOR SKILLED NURSING CARE IN A COMFORTABLE HOMELIKE ENVIRONMENT THAT SUPPORTS OUR RESIDENTS' NEEDS TO SOCIALIZE, MAINTAIN FAMILY AND COMMUNITY TIES, AND ENJOY LIFE TO THE FULLEST EXTENT POSSIBLE WITH DIGNITY AND RESPECT.","","15","14","113","2","0","0","254924","","481898","4711283","3651236","-825","11260","-4522","17443","4960860","4161837","0","0","0","0","2550598","2451262","0","0","0","1794266","","1911222","4344864","4362484","615996","-200647","7377527","7841376","464209","234542","6913318","7606834","EIN-05-0258941"
"201601329349301715","https://s3.amazonaws.com/irs-form-990/201601329349301715_public.xml","2014v6.0","30179298","President and Fellows of Middlebury College","","990","2014","We are a global liberal arts college offering undergraduate, graduate, and specialized programs.","","33","31","5289","2313","2286049","0","49195841","","54237347","216466328","210918346","108756243","60107173","135291","144742","374553703","325407608","56639667","52908352","0","0","163196867","154830983","0","0","6193629","112538849","","112274616","332375383","320013951","42178320","5393657","1637220577","1647518127","393349565","393588547","1243871012","1253929580","EIN-03-0179298"
"201610749349300431","https://s3.amazonaws.com/irs-form-990/201610749349300431_public.xml","2014v6.0","60840436","BENHAVEN INC","","990","2014","THE SCHOOLING, TRAINING AND CARE OF AUTISTIC PEOPLE.","","10","9","365","0","0","0","15715","","34567","17067260","15622528","493603","37226","0","0","17576578","15694321","0","0","0","0","13623688","12535010","0","0","0","2933027","","2868689","16556715","15403699","1019863","290622","9438459","10824978","3116107","3481748","6322352","7343230","EIN-06-0840436"
"201720449349302492","https://s3.amazonaws.com/irs-form-990/201720449349302492_public.xml","2015v3.0","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2015","PROVIDE A FULLY ACCREDITED ONE-YEAR MASTER DEGREE PROGRAM IN LANDSCAPE DESIGN.","","13","13","18","30","0","0","214153","","366581","867115","636187","7130","8408","2264","105","1090662","1011281","148170","32500","0","0","623646","595341","0","0","91160","525211","","263472","1297027","891313","-206365","119968","1487994","1295757","179323","193451","1308671","1102306","EIN-04-2596491"
"201731319349304523","https://s3.amazonaws.com/irs-form-990/201731319349304523_public.xml","2015v3.0","60840436","BENHAVEN INC","","990","2015","THE SCHOOLING, TRAINING AND CARE OF AUTISTIC PEOPLE.","","9","8","367","0","0","0","18711","","15715","17137946","17067260","45853","493603","0","0","17202510","17576578","0","0","0","0","13661030","13623688","0","0","0","3127663","","2933027","16788693","16556715","413817","1019863","10824978","11117015","3481748","3311275","7343230","7805740","EIN-06-0840436"
"201601239349200810","https://s3.amazonaws.com/irs-form-990/201601239349200810_public.xml","2015v2.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2015","","","","","","","","","","140713","","43837","","","","","","195520","","","","","","85955","","","","","","32129","","168209","","27311","","","","","","33687","60998","EIN-04-3266589"
"201741299349302179","https://s3.amazonaws.com/irs-form-990/201741299349302179_public.xml","2015v3.0","30179298","President and Fellows of Middlebury","College","990","2015","We are a global liberal arts college offering undergraduate, graduate, and specialized programs.","","33","32","5465","2530","-468840","-1617714","44212743","","49195841","221715117","216466328","109162132","108756243","83044","135291","375173036","374553703","62949506","56639667","0","0","175358083","163196867","0","0","5590857","112843146","","112538849","351150735","332375383","24022301","42178320","1647518127","1514900607","393588547","396558730","1253929580","1118341877","EIN-03-0179298"
"201712239349301951","https://s3.amazonaws.com/irs-form-990/201712239349301951_public.xml","2015v3.0","42104310","HOLYOKE VISITING NURSE ASSOCIATION INC","","990","2015","THE HOLYOKE VISITING NURSE ASSOCIATION, INC. ESTABLISHED IN 1905, IS DEDICATED TO PROVIDING QUALITY HOME HEALTH CARE TO INDIVIDUALS WHO ARE ELDERLY, IMPOVERISHED AND MEDICALLY NEEDY. WE COORDINATE AND DELIVER COMPREHENSIVE, COST EFFECTIVE SERVICES INCLUDING NURSING, PHYSICAL THERAPY, OCCUPATIONAL THERAPY, SPEECH THERAPY, SOCIAL WORK AND HOME HEALTH AIDE CARE. IN ADDITION, WE ARE COMMITTED TO PROMOTING COMMUNITY HEALTH THROUGH EDUCATION AND SPECIAL PROGRAMS.","","7","4","101","41","0","0","9224","","18582","6357320","5974229","69547","6636","0","0","6436091","5999447","0","0","0","0","4497507","4046502","0","0","0","1582872","","1749392","6080379","5795894","355712","203553","2136665","2273390","1988699","1762604","147966","510786","EIN-04-2104310"
"201643069349300434","https://s3.amazonaws.com/irs-form-990/201643069349300434_public.xml","2015v2.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2015","TO IMPROVE THE QUALITY OF LIFE FOR PEOPLE AND FAMILIES AFFECTED BY AUTISM.","","12","12","8","95","0","0","1624689","","807942","3216","0","210536","178300","-119390","0","1719051","986242","490134","529687","0","0","308027","298674","0","0","119799","264147","","284912","1062308","1113273","656743","-127031","2710208","3135878","510167","486187","2200041","2649691","EIN-04-3543134"
"201603509349301090","https://s3.amazonaws.com/irs-form-990/201603509349301090_public.xml","2015v2.1","42259692","SOUTH SHORE ART CENTER INC","","990","2015","ADVANCEMENT OF THE ARTS.","","25","25","41","200","0","0","273522","","728251","336010","304963","5552","1704","24714","-78810","639798","956108","0","0","0","0","386620","365388","0","0","56955","344740","","292965","731360","658353","-91562","297755","1247072","1175156","83501","95357","1163571","1079799","EIN-04-2259692"
"201623489349300632","https://s3.amazonaws.com/irs-form-990/201623489349300632_public.xml","2015v2.1","42592472","CAPE COD ACADEMY","","990","2015","THE ACADEMY IS A STUDENT-CENTERED, COLLEGE PREPARATORY, DAY ACADEMY FOR PRE-KINDERGARTEN THROUGH TWELFTH GRADE","","17","16","145","80","0","0","641667","","660812","6225184","6269882","18953","570734","101802","109045","6987606","7610473","1573300","1553969","0","0","5306226","5059232","0","0","400839","2440360","","2287497","9319886","8900698","-2332280","-1290225","15956246","15260038","1816197","3452240","14140049","11807798","EIN-04-2592472"
"201613149349301766","https://s3.amazonaws.com/irs-form-990/201613149349301766_public.xml","2015v2.1","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2015","TO PROVIDE A CENTRAL CITY LOCATION WHERE, IN COOPERATION WITH OTHER GROUPS, WE CAN INTRODUCE, INTERPRET, AND STIMULATE THE STUDY OF PORTSMOUTH HISTORY. ACTIVITIES INCLUDE COLLECTING, PRESERVING, AND INTERPRETING EXAMPLES OF THE MATERIAL AND SOCIAL CULTURE OF PORTSMOUTH, PRESENTING PROGRAMS AND EXHIBITS, AND OPERATING A HISTORIC HOUSE MUSEUM AND VISITOR CENTER THAT SERVES AS A GATEWAY TO PORTSMOUTH.","","17","17","24","50","0","0","410187","","369518","70424","108183","241","264","104678","116218","585530","594183","0","0","0","0","281379","261029","0","0","69657","267383","","330307","548762","591336","36768","2847","1384021","1401687","362745","343643","1021276","1058044","EIN-02-0240383"
"201612299349300861","https://s3.amazonaws.com/irs-form-990/201612299349300861_public.xml","2015v2.1","50258941","BETHANY HOME OF RI INC","","990","2015","BETHANY HOME'S MISSION IS TO PROVIDE SUPERIOR SKILLED NURSING CARE IN A COMFORTABLE HOMELIKE ENVIRONMENT THAT SUPPORTS OUR RESIDENTS' NEEDS TO SOCIALIZE, MAINTAIN FAMILY AND COMMUNITY TIES, AND ENJOY LIFE TO THE FULLEST EXTENT POSSIBLE WITH DIGNITY AND RESPECT.","","15","14","120","0","0","0","186607","","254924","4463866","4711283","1193","-825","23395","-4522","4675061","4960860","0","0","0","0","2595611","2550598","0","0","0","1834514","","1794266","4430125","4344864","244936","615996","7841376","7609742","234542","233065","7606834","7376677","EIN-05-0258941"
"201801349349303665","https://s3.amazonaws.com/irs-form-990/201801349349303665_public.xml","2016v3.0","30179298","President and Fellows of Middlebury","College","990","2016","We are a global liberal arts college offering undergraduate, graduate, and specialized programs.","","33","32","5482","2469","-646024","-1741002","35276000","","44212743","237441613","221715117","75566493","109162132","67751","83044","348351857","375173036","67921472","62949506","0","0","171734889","175358083","0","0","6779467","112444399","","112843146","352100760","351150735","-3748903","24022301","1514900607","1570248443","396558730","395932442","1118341877","1174316001","EIN-03-0179298"
"201712379349300816","https://s3.amazonaws.com/irs-form-990/201712379349300816_public.xml","2016v3.0","50258941","BETHANY HOME OF RI INC","","990","2016","BETHANY HOME'S MISSION IS TO PROVIDE SUPERIOR SKILLED NURSING CARE IN A COMFORTABLE HOMELIKE ENVIRONMENT THAT SUPPORTS OUR RESIDENTS' NEEDS TO SOCIALIZE, MAINTAIN FAMILY AND COMMUNITY TIES, AND ENJOY LIFE TO THE FULLEST EXTENT POSSIBLE WITH DIGNITY AND RESPECT.","","15","15","93","15","0","0","198983","","186607","4532437","4463866","965","1193","7855","23395","4740240","4675061","0","0","0","0","2618706","2595611","0","0","0","1821394","","1834514","4440100","4430125","300140","244936","7609742","8240736","233065","242718","7376677","7998018","EIN-05-0258941"
"201712999349300411","https://s3.amazonaws.com/irs-form-990/201712999349300411_public.xml","2016v3.0","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2016","TO IMPROVE THE QUALITY OF LIFE FOR PEOPLE AND FAMILIES AFFECTED BY AUTISM.","","12","12","13","104","0","0","1103510","","1624689","17755","3216","57098","210536","-141800","-119390","1036563","1719051","534619","490134","0","0","404393","308027","0","0","193116","342654","","264147","1281666","1062308","-245103","656743","3135878","3019949","486187","521381","2649691","2498568","EIN-04-3543134"
"201811359349310581","https://s3.amazonaws.com/irs-form-990/201811359349310581_public.xml","2016v3.0","60840436","Benhaven Inc","","990","2016","THE SCHOOLING, TRAINING AND CARE OF AUTISTIC PEOPLE.","","9","8","358","0","0","0","11473","","18711","17659983","17137946","56286","45853","0","0","17727742","17202510","0","0","0","0","14214027","13661030","0","0","0","3146968","","3127663","17360995","16788693","366747","413817","11117015","10932109","3311275","2712153","7805740","8219956","EIN-06-0840436"
"201841989349301309","https://s3.amazonaws.com/irs-form-990/201841989349301309_public.xml","2016v3.0","42259692","SOUTH SHORE ART CENTER INC","","990","2016","ADVANCEMENT OF THE ARTS.","","20","20","42","200","0","0","303484","","273522","328747","336010","15459","5552","62783","24714","710473","639798","0","0","0","0","432099","386620","0","0","52519","303684","","344740","735783","731360","-25310","-91562","1175156","1143055","95357","86064","1079799","1056991","EIN-04-2259692"
"201722989349301367","https://s3.amazonaws.com/irs-form-990/201722989349301367_public.xml","2016v3.0","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2016","TO PROVIDE A CENTRAL CITY LOCATION WHERE, IN COOPERATION WITH OTHER GROUPS, WE CAN INTRODUCE, INTERPRET, AND STIMULATE THE STUDY OF PORTSMOUTH HISTORY. ACTIVITIES INCLUDE COLLECTING, PRESERVING, AND INTERPRETING EXAMPLES OF THE MATERIAL AND SOCIAL CULTURE OF PORTSMOUTH, PRESENTING PROGRAMS AND EXHIBITS, AND OPERATING A HISTORIC HOUSE MUSEUM AND VISITOR CENTER THAT SERVES AS A GATEWAY TO PORTSMOUTH.","","16","16","24","53","0","0","390090","","410187","129430","70424","137","241","158724","104678","678381","585530","0","0","0","0","311252","281379","0","0","100791","383748","","267383","695000","548762","-16619","36768","1401687","1327035","343643","285610","1058044","1041425","EIN-02-0240383"
"201821359349305012","https://s3.amazonaws.com/irs-form-990/201821359349305012_public.xml","2016v3.0","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2016","SEE SCHEULE O.PROVIDE A FULLY ACCREDITED TEN-MONTH MASTERS DEGREE PROGRAM IN ECOLOGICAL LANDSCAPE PLANNING AND DESIGN.","","10","10","21","25","0","0","159110","","214153","605773","867115","16153","7130","7991","168","789027","1088566","53750","148170","0","0","553466","623646","0","0","91644","409326","","496431","1016542","1268247","-227515","-179681","1295757","906314","193451","182996","1102306","723318","EIN-04-2596491"
"201743219349300644","https://s3.amazonaws.com/irs-form-990/201743219349300644_public.xml","2016v3.0","42592472","CAPE COD ACADEMY","","990","2016","THE ACADEMY IS A STUDENT-CENTERED, COLLEGE PREPARATORY, DAY ACADEMY FOR PRE-KINDERGARTEN THROUGH TWELFTH GRADE","","12","12","144","65","0","0","463308","","641667","6191431","6225184","-7720","18953","105327","101802","6752346","6987606","2031156","1573300","0","0","5332197","5306226","0","0","267686","2496341","","2440360","9859694","9319886","-3107348","-2332280","15260038","14965007","3452240","6264557","11807798","8700450","EIN-04-2592472"
"201842269349301494","https://s3.amazonaws.com/irs-form-990/201842269349301494_public.xml","2016v3.0","42104310","HOLYOKE VISITING NURSE ASSOCIATION INC","","990","2016","THE HOLYOKE VISITING NURSE ASSOCIATION, INC. ESTABLISHED IN 1905, IS DEDICATED TO PROVIDING QUALITY HOME HEALTH CARE TO INDIVIDUALS WHO ARE ELDERLY, IMPOVERISHED AND MEDICALLY NEEDY. WE COORDINATE AND DELIVER COMPREHENSIVE, COST EFFECTIVE SERVICES INCLUDING NURSING, PHYSICAL THERAPY, OCCUPATIONAL THERAPY, SPEECH THERAPY, SOCIAL WORK AND HOME HEALTH AIDE CARE. IN ADDITION, WE ARE COMMITTED TO PROMOTING COMMUNITY HEALTH THROUGH EDUCATION AND SPECIAL PROGRAMS.","","8","5","104","33","0","0","4766","","9224","6620204","6357320","117279","69547","0","0","6742249","6436091","0","0","0","0","4742166","4497507","0","0","0","1732900","","1582872","6475066","6080379","267183","355712","2273390","2692976","1762604","1890369","510786","802607","EIN-04-2104310"
"201732859349200123","https://s3.amazonaws.com/irs-form-990/201732859349200123_public.xml","2016v3.0","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2016","","","","","","","","","","136768","","21062","","","","","","170935","","","","","","84782","","","","","","44817","","172068","","-1133","","","","","","60998","59865","EIN-04-3266589"
"201901359349306745","https://s3.amazonaws.com/irs-form-990/201901359349306745_public.xml","2017v2.3","42592472","CAPE COD ACADEMY","","990","2017","CAPE COD ACADEMY, INC. (""""THE ACADEMY"""") FOSTERS A LIFE-LONG DRIVE TO LEARN AND GROW AND MAKE A DIFFERENCE IN THE WORLD. THE ACADEMY TEACHES STUDENTS HABITS OF HEART AND MIND THAT PREPARE THEM TO BE SUCCESSFUL IN COLLEGE, HEALTY IN LIFE, AND CONTRIBUTORS TO SOCIETY - BOTH LOCALLY AND GLOBALLY.","","11","11","142","73","0","0","290054","","463308","6520869","6191431","7559","-7720","303334","105327","7121816","6752346","1969928","2031156","0","0","5326797","5332197","0","0","343834","3453637","","2496341","10750362","9859694","-3628546","-3107348","14965007","13919299","6264557","8847395","8700450","5071904","EIN-04-2592472"
"201833189349301488","https://s3.amazonaws.com/irs-form-990/201833189349301488_public.xml","2017v2.3","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2017","TO PROVIDE A CENTRAL CITY LOCATION WHERE, IN COOPERATION WITH OTHER GROUPS, WE CAN INTRODUCE, INTERPRET, AND STIMULATE THE STUDY OF PORTSMOUTH HISTORY. ACTIVITIES INCLUDE COLLECTING, PRESERVING, AND INTERPRETING EXAMPLES OF THE MATERIAL AND SOCIAL CULTURE OF PORTSMOUTH, PRESENTING PROGRAMS AND EXHIBITS, AND OPERATING A HISTORIC HOUSE MUSEUM AND VISITOR CENTER THAT SERVES AS A GATEWAY TO PORTSMOUTH.","","16","16","22","55","0","0","484090","","390090","73452","129430","130","137","123118","158724","680790","678381","0","0","0","0","334804","311252","0","0","131916","290718","","383748","625522","695000","55268","-16619","1327035","1322967","285610","252100","1041425","1070867","EIN-02-0240383"
"201911309349304711","https://s3.amazonaws.com/irs-form-990/201911309349304711_public.xml","2017v2.3","60840436","BENHAVEN INC","","990","2017","THE SCHOOLING, TRAINING AND CARE OF AUTISTIC PEOPLE.","","11","10","354","0","0","0","35541","","11473","17680705","17659983","59937","56286","0","0","17776183","17727742","0","0","0","0","14156200","14214027","0","0","0","3266243","","3146968","17422443","17360995","353740","366747","10932109","11765132","2712153","3170807","8219956","8594325","EIN-06-0840436"
"201921969349301787","https://s3.amazonaws.com/irs-form-990/201921969349301787_public.xml","2017v2.3","42259692","SOUTH SHORE ART CENTER INC","","990","2017","ADVANCEMENT OF THE ARTS.","","20","20","48","200","23089","0","265554","","303484","313882","328747","23089","15459","58571","62783","661096","710473","0","0","0","0","464969","432099","0","0","44269","304570","","303684","769539","735783","-108443","-25310","1143055","1057918","86064","109370","1056991","948548","EIN-04-2259692"
"201813199349302511","https://s3.amazonaws.com/irs-form-990/201813199349302511_public.xml","2017v2.3","50258941","BETHANY HOME OF RI INC","","990","2017","BETHANY HOME'S MISSION IS TO PROVIDE SUPERIOR SKILLED NURSING CARE IN A COMFORTABLE HOMELIKE ENVIRONMENT THAT SUPPORTS OUR RESIDENTS' NEEDS TO SOCIALIZE, MAINTAIN FAMILY AND COMMUNITY TIES, AND ENJOY LIFE TO THE FULLEST EXTENT POSSIBLE WITH DIGNITY AND RESPECT.","","16","15","115","16","0","0","262290","","198983","4367230","4532437","1277","965","29359","7855","4660156","4740240","0","0","0","0","2841160","2618706","0","0","0","1676192","","1821394","4517352","4440100","142804","300140","8240736","8952455","242718","360798","7998018","8591657","EIN-05-0258941"
"201842929349200209","https://s3.amazonaws.com/irs-form-990/201842929349200209_public.xml","2017v2.3","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2017","","","","","","","","","","156813","","11905","","","","","","180478","","","","","","88137","","","","","","53238","","185170","","-4692","","","","","","59865","77850","EIN-04-3266589"
"201941309349303614","https://s3.amazonaws.com/irs-form-990/201941309349303614_public.xml","2017v2.3","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2017","SEE SCHEULE O.PROVIDE A FULLY ACCREDITED TEN-MONTH MASTERS DEGREE PROGRAM IN ECOLOGICAL LANDSCAPE PLANNING AND DESIGN.","","12","12","20","20","0","0","98676","","159110","737965","605773","10175","16153","0","7991","846816","789027","64000","53750","0","0","582634","553466","0","0","84828","280322","","409326","926956","1016542","-80140","-227515","906314","696579","182996","53401","723318","643178","EIN-04-2596491"
"201833209349301808","https://s3.amazonaws.com/irs-form-990/201833209349301808_public.xml","2017v2.3","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2017","TO IMPROVE THE QUALITY OF LIFE FOR PEOPLE AND FAMILIES AFFECTED BY AUTISM.","","12","12","5","96","0","0","1156030","","1103510","29749","17755","156081","57098","29004","-141800","1370864","1036563","572564","534619","0","0","456988","404393","0","0","220822","373491","","342654","1403043","1281666","-32179","-245103","3019949","3306417","521381","629284","2498568","2677133","EIN-04-3543134"
"201922269349300612","https://s3.amazonaws.com/irs-form-990/201922269349300612_public.xml","2017v2.3","42104310","Holyoke Visiting Nurse Association Inc","","990","2017","The Holyoke Visiting Nurse Association, Inc. established in 1905, is dedicated to providing quality home health care to individuals who are elderly, impoverished and medically needy. We coordinate and deliver comprehensive, cost effective services including nursing, physical therapy, occupational therapy, speech therapy, social work and home health aide care. In addition, we are committed to promoting community health through education and special programs.","","10","5","113","5","0","0","30781","","4766","6254423","6620204","67991","117279","0","0","6353195","6742249","0","0","0","0","4721425","4742166","0","0","0","1644044","","1732900","6365469","6475066","-12274","267183","2692976","2609286","1890369","1819549","802607","789737","EIN-04-2104310"
"202140149349301409","https://s3.amazonaws.com/irs-form-990/202140149349301409_public.xml","2018v3.2","42259692","SOUTH SHORE ART CENTER INC","","990","2018","ADVANCEMENT OF THE ARTS.","","19","19","48","200","0","","337241","","265554","322821","313882","23661","23089","13083","58571","696806","661096","0","","0","","449809","464969","0","","86020","316712","","304570","766521","769539","-69715","-108443","1057918","1023509","109370","172602","948548","850907","EIN-04-2259692"
"202000419349300535","https://s3.amazonaws.com/irs-form-990/202000419349300535_public.xml","2018v3.1","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2018","SEE SCHEULE O.PROVIDE A FULLY ACCREDITED TEN-MONTH MASTERS DEGREE PROGRAM IN ECOLOGICAL LANDSCAPE PLANNING AND DESIGN.","","13","13","17","31","0","0","472741","","98676","579642","737965","7849","10175","0","0","1060232","846816","51394","64000","0","0","618831","582634","0","0","86432","273534","","280322","943759","926956","116473","-80140","696579","1652251","53401","889273","643178","762978","EIN-04-2596491"
"201902979349301320","https://s3.amazonaws.com/irs-form-990/201902979349301320_public.xml","2018v3.1","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2018","TO CHAMPION THE HISTORY, ARTS AND CULTURE OF THE PORTSMOUTH REGION THROUGH EXHIBITIONS, PUBLICATIONS, PUBLIC PROGRAMS AND YOUTH EDUCATION PRESENTED IN THE GALLERIES OF DISCOVER PORTSMOUTH, THE LANDMARK JOHN PAUL JONES HOUSE AND GARDEN, AND THE PUBLIC SCHOOLS.","","18","18","21","60","0","0","509026","","484090","69417","73452","282","130","187278","123118","766003","680790","0","0","0","0","392761","334804","0","0","183678","289021","","290718","681782","625522","84221","55268","1322967","1336677","252100","198039","1070867","1138638","EIN-02-0240383"
"201932279349200418","https://s3.amazonaws.com/irs-form-990/201932279349200418_public.xml","2018v3.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2018","","","","","","","","","","153588","","13256","","","","","","177032","","","","","","92375","","","","","","61228","","202156","","-25124","","","","","","77850","52726","EIN-04-3266589"
"202022269349300447","https://s3.amazonaws.com/irs-form-990/202022269349300447_public.xml","2018v3.2","42104310","Holyoke Visiting Nurse Association Inc","","990","2018","The Holyoke Visiting Nurse Association, Inc. established in 1905, is dedicated to providing quality home health care to individuals who are elderly, impoverished and medically needy. We coordinate and deliver comprehensive, cost effective services including nursing, physical therapy, occupational therapy, speech therapy, social work and home health aide care. In addition, we are committed to promoting community health through education and special programs.","","9","5","114","6","0","0","13569","","30781","6578990","6254423","63897","67991","0","0","6656456","6353195","0","0","0","0","4889710","4721425","0","0","0","1957376","","1644044","6847086","6365469","-190630","-12274","2609286","2796201","1819549","2202344","789737","593857","EIN-04-2104310"
"201913169349302721","https://s3.amazonaws.com/irs-form-990/201913169349302721_public.xml","2018v3.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2018","TO IMPROVE THE QUALITY OF LIFE FOR PEOPLE AND FAMILIES AFFECTED BY AUTISM.","","11","10","8","95","0","0","1204053","","1156030","24764","29749","217777","156081","-147974","29004","1298620","1370864","453052","572564","0","0","417295","456988","0","0","244571","355980","","373491","1226327","1403043","72293","-32179","3306417","2917349","629284","470284","2677133","2447065","EIN-04-3543134"
"201923159349301812","https://s3.amazonaws.com/irs-form-990/201923159349301812_public.xml","2018v3.1","50258941","BETHANY HOME OF RI INC","","990","2018","BETHANY HOME'S MISSION IS TO PROVIDE SUPERIOR SKILLED NURSING CARE IN A COMFORTABLE HOMELIKE ENVIRONMENT THAT SUPPORTS OUR RESIDENTS' NEEDS TO SOCIALIZE, MAINTAIN FAMILY AND COMMUNITY TIES, AND ENJOY LIFE TO THE FULLEST EXTENT POSSIBLE WITH DIGNITY AND RESPECT.","","14","14","128","14","0","0","610183","","262290","4308856","4367230","5253","1277","428","29359","4924720","4660156","0","0","0","0","3157582","2841160","0","0","0","1430748","","1676192","4588330","4517352","336390","142804","8952455","8831086","360798","440190","8591657","8390896","EIN-05-0258941"
"202021979349301127","https://s3.amazonaws.com/irs-form-990/202021979349301127_public.xml","2018v3.2","42592472","CAPE COD ACADEMY","","990","2018","CAPE COD ACADEMY, INC. (""""THE ACADEMY"""") FOSTERS A LIFE-LONG DRIVE TO LEARN AND GROW AND MAKE A DIFFERENCE IN THE WORLD. THE ACADEMY TEACHES STUDENTS HABITS OF HEART AND MIND THAT PREPARE THEM TO BE SUCCESSFUL IN COLLEGE, HEALTY IN LIFE, AND CONTRIBUTORS TO SOCIETY - BOTH LOCALLY AND GLOBALLY.","","12","10","130","71","0","0","1511936","","290054","6608738","6520869","18124","7559","71798","303334","8210596","7121816","2302510","1969928","0","0","4671413","5326797","0","0","209531","2895824","","3453637","9869747","10750362","-1659151","-3628546","13919299","12894470","8847395","9481977","5071904","3412493","EIN-04-2592472"
