"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_09_INFO_SCHED_O_X","F9_09_EXP_GRANT_US_ORG_TOT","F9_09_EXP_GRANT_US_ORG_PROG","F9_09_EXP_GRANT_US_INDIV_TOT","F9_09_EXP_GRANT_US_INDIV_PROG","F9_09_EXP_GRANT_FRGN_TOT","F9_09_EXP_GRANT_FRGN_PROG","F9_09_EXP_BEN_PAID_MEMB_TOT","F9_09_EXP_BEN_PAID_MEMB_PROG","F9_09_EXP_COMP_DTK_TOT","F9_09_EXP_COMP_DTK_PROG","F9_09_EXP_COMP_DTK_MGMT","F9_09_EXP_COMP_DTK_FUNDR","F9_09_EXP_COMP_DSQ_PERS_TOT","F9_09_EXP_COMP_DSQ_PERS_PROG","F9_09_EXP_COMP_DSQ_PERS_MGMT","F9_09_EXP_COMP_DSQ_PERS_FUNDR","F9_09_EXP_OTH_SAL_WAGE_TOT","F9_09_EXP_OTH_SAL_WAGE_PROG","F9_09_EXP_OTH_SAL_WAGE_MGMT","F9_09_EXP_OTH_SAL_WAGE_FUNDR","F9_09_EXP_PENSION_CONTR_TOT","F9_09_EXP_PENSION_CONTR_PROG","F9_09_EXP_PENSION_CONTR_MGMT","F9_09_EXP_PENSION_CONTR_FUNDR","F9_09_EXP_OTH_EMPL_BEN_TOT","F9_09_EXP_OTH_EMPL_BEN_PROG","F9_09_EXP_OTH_EMPL_BEN_MGMT","F9_09_EXP_OTH_EMPL_BEN_FUNDR","F9_09_EXP_PAYROLL_TAX_TOT","F9_09_EXP_PAYROLL_TAX_PROG","F9_09_EXP_PAYROLL_TAX_MGMT","F9_09_EXP_PAYROLL_TAX_FUNDR","F9_09_EXP_FEE_SVC_MGMT_TOT","F9_09_EXP_FEE_SVC_MGMT_PROG","F9_09_EXP_FEE_SVC_MGMT_MGMT","F9_09_EXP_FEE_SVC_MGMT_FUNDR","F9_09_EXP_FEE_SVC_LEGAL_TOT","F9_09_EXP_FEE_SVC_LEGAL_PROG","F9_09_EXP_FEE_SVC_LEGAL_MGMT","F9_09_EXP_FEE_SVC_LEGAL_FUNDR","F9_09_EXP_FEE_SVC_ACC_TOT","F9_09_EXP_FEE_SVC_ACC_PROG","F9_09_EXP_FEE_SVC_ACC_MGMT","F9_09_EXP_FEE_SVC_ACC_FUNDR","F9_09_EXP_FEE_SVC_LOB_TOT","F9_09_EXP_FEE_SVC_LOB_PROG","F9_09_EXP_FEE_SVC_LOB_MGMT","F9_09_EXP_FEE_SVC_LOB_FUNDR","F9_09_EXP_FEE_SVC_FUNDR_TOT","F9_09_EXP_FEE_SVC_FUNDR_PROG","F9_09_EXP_FEE_SVC_FUNDR_MGMT","F9_09_EXP_FEE_SVC_FUNDR_FUNDR","F9_09_EXP_FEE_SVC_INVEST_TOT","F9_09_EXP_FEE_SVC_INVEST_PROG","F9_09_EXP_FEE_SVC_INVEST_MGMT","F9_09_EXP_FEE_SVC_INVEST_FUNDR","F9_09_EXP_FEE_SVC_OTH_TOT","F9_09_EXP_FEE_SVC_OTH_PROG","F9_09_EXP_FEE_SVC_OTH_MGMT","F9_09_EXP_FEE_SVC_OTH_FUNDR","F9_09_EXP_AD_PROMO_TOT","F9_09_EXP_AD_PROMO_PROG","F9_09_EXP_AD_PROMO_MGMT","F9_09_EXP_AD_PROMO_FUNDR","F9_09_EXP_OFFICE_TOT","F9_09_EXP_OFFICE_TOT_V2","F9_09_EXP_OFFICE_PROG","F9_09_EXP_OFFICE_MGMT","F9_09_EXP_OFFICE_FUNDR","F9_09_EXP_INFO_TECH_TOT","F9_09_EXP_INFO_TECH_PROG","F9_09_EXP_INFO_TECH_MGMT","F9_09_EXP_INFO_TECH_FUNDR","F9_09_EXP_ROY_TOT","F9_09_EXP_ROY_PROG","F9_09_EXP_ROY_MGMT","F9_09_EXP_ROY_FUNDR","F9_09_EXP_OCCUPANCY_TOT","F9_09_EXP_OCCUPANCY_PROG","F9_09_EXP_OCCUPANCY_MGMT","F9_09_EXP_OCCUPANCY_FUNDR","F9_09_EXP_TRAVEL_TOT","F9_09_EXP_TRAVEL_PROG","F9_09_EXP_TRAVEL_MGMT","F9_09_EXP_TRAVEL_FUNDR","F9_09_EXP_TRAVEL_ENTMT_TOT","F9_09_EXP_TRAVEL_ENTMT_PROG","F9_09_EXP_TRAVEL_ENTMT_MGMT","F9_09_EXP_TRAVEL_ENTMT_FUNDR","F9_09_EXP_CONF_MEETING_TOT","F9_09_EXP_CONF_MEETING_PROG","F9_09_EXP_CONF_MEETING_MGMT","F9_09_EXP_CONF_MEETING_FUNDR","F9_09_EXP_INT_TOT","F9_09_EXP_INT_PROG","F9_09_EXP_INT_MGMT","F9_09_EXP_INT_FUNDR","F9_09_EXP_PAY_AFFIL_TOT","F9_09_EXP_PAY_AFFIL_PROG","F9_09_EXP_PAY_AFFIL_MGMT","F9_09_EXP_PAY_AFFIL_FUNDR","F9_09_EXP_DEPREC_TOT","F9_09_EXP_DEPREC_PROG","F9_09_EXP_DEPREC_MGMT","F9_09_EXP_DEPREC_FUNDR","F9_09_EXP_INSURANCE_TOT","F9_09_EXP_INSURANCE_PROG","F9_09_EXP_INSURANCE_MGMT","F9_09_EXP_INSURANCE_FUNDR","F9_09_EXP_OTH_OTH_TOT","F9_09_EXP_OTH_OTH_PROG","F9_09_EXP_OTH_OTH_MGMT","F9_09_EXP_OTH_OTH_FUNDR","F9_09_EXP_TOT_TOT","F9_09_EXP_TOT_PROG","F9_09_EXP_TOT_MGMT","F9_09_EXP_TOT_FUNDR","F9_09_EXP_JOINT_COST_X","F9_09_EXP_JOINT_COST_TOT","F9_09_EXP_JOINT_COST_PROG","F9_09_EXP_JOINT_COST_MGMT","F9_09_EXP_JOINT_COST_FUNDR","EIN2"
"201440159349301204","https://s3.amazonaws.com/irs-form-990/201440159349301204_public.xml","2012v2.1","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2012","","","","29725","29725","","","","","217835","112317","81518","24000","","","","","179273","139273","20000","20000","","","","","49356","24207","19602","5547","35651","21948","9623","4080","","","","","393","","393","","5900","","5900","","","","","","","","","","","","","","2506","","2506","","","","","","6359","","","6359","","","","","","","","","","21193","12313","6413","2467","7489","4793","1947","749","","","","","","","","","8077","5169","2100","808","","","","","25342","16219","6589","2534","12428","7954","3231","1243","69203","52753","13527","2923","767396","475299","209878","82219","","","","","","EIN-04-2596491"
"201302179349200755","https://s3.amazonaws.com/irs-form-990/201302179349200755_public.xml","2012v2.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17425","","","","","","","","","","","","11438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"201421339349301777","https://s3.amazonaws.com/irs-form-990/201421339349301777_public.xml","2012v2.1","60840436","BENHAVEN INC","","990","2012","","","","","","","","","","132728","","132728","","","","","","9005375","8464578","540797","","95725","","95725","","2151718","2132236","19482","","716327","591334","124993","","","","","","38","","38","","36600","","36600","","1250","","1250","","","","","","","","","","438714","418263","20451","","1000","1000","","","229408","","201228","28180","","44228","19818","24410","","","","","","263452","234843","28609","","478545","439039","39506","","","","","","39478","39403","75","","168393","167967","426","","","","","","357688","306884","50804","","84110","","84110","","31872","24297","7575","","14836309","13562657","1273652","0","","","","","","EIN-06-0840436"
"201411709349300311","https://s3.amazonaws.com/irs-form-990/201411709349300311_public.xml","2012v2.1","42259692","SOUTH SHORE ART CENTER INC","","990","2012","","","","","","","","","","59736","14934","32855","11947","","","","","264130","171389","57122","35619","","","","","","","","","25747","14811","7173","3763","","","","","","","","","10112","","10112","","","","","","","","","","1035","","1035","","34380","33317","1063","","14072","10884","3188","","","","","","","","","","","","","","","22264","21556","708","","","","","","","","","","16998","8894","8104","","","","","","","","","","35986","32387","3599","","9441","","9441","","62360","34313","28047","","652016","426971","173716","51329","","","","","","EIN-04-2259692"
"201423149349300892","https://s3.amazonaws.com/irs-form-990/201423149349300892_public.xml","2013v3.0","50258941","BETHANY HOME OF RI INC","","990","2013","X","","","","","","","","","99237","","99237","","","","","","1888159","1625842","262317","","","","","","273824","224103","49721","","190042","155534","34508","","","","","","","","","","","","","","","","","","","","","","","","","","174044","119501","54543","","52520","","52520","","29438","","","29438","","","","","","","","","","80395","80395","","","1447","","1447","","","","","","18700","","18700","","26885","","26885","","","","","","124196","115617","8579","","103844","93052","10792","","14773","","14773","","4362484","3621785","740699","0","","","","","","EIN-05-0258941"
"201443219349303449","https://s3.amazonaws.com/irs-form-990/201443219349303449_public.xml","2013v3.0","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2013","","","","","","","","","","75771","17274","22167","36330","","","","","106242","85994","14624","5624","","","","","3781","2145","764","872","13982","7933","2826","3223","","","","","","","","","8035","","8035","","","","","","","","","","","","","","6320","1250","5070","","1314","1314","","","22758","","18206","719","3833","5506","5506","","","","","","","77463","61971","15183","309","","","","","","","","","","","","","7919","","7919","","","","","","34448","27558","6890","","13570","10856","2714","","","","","","482988","342257","90361","50370","","","","","","EIN-02-0240383"
"201510139349301301","https://s3.amazonaws.com/irs-form-990/201510139349301301_public.xml","2013v4.0","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2013","","","","35000","35000","","","","","255098","135205","52417","67476","","","","","238498","128491","91585","18422","","","","","5535","3364","1778","393","34055","17985","9852","6218","","","","","1413","","1413","","6100","","6100","","","","","","","","","","","","","","19035","","","19035","","","","","5654","","","5654","","5505","","5505","","","","","","19076","10197","5569","3310","1687","","1687","","","","","","","","","","7168","3832","2092","1244","","","","","32463","17355","9476","5632","13309","7115","3885","2309","73534","57258","10209","6067","816246","450203","220917","145126","","","","","","EIN-04-2596491"
"201422279349302917","https://s3.amazonaws.com/irs-form-990/201422279349302917_public.xml","2013v3.0","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2013","","598824","598824","5000","5000","35000","35000","","","56753","45402","2838","8513","","","","","184804","90475","25216","69113","1500","960","375","165","","","","","19494","10934","2273","6287","","","","","","","","","35070","","35070","","","","","","","","","","17717","","17717","","16998","13358","3640","","19598","19598","","","22162","","6416","9525","6221","19064","8146","5514","5404","","","","","16200","9072","1944","5184","5059","2370","1673","1016","","","","","","","","","","","","","","","","","10562","","10562","","2934","1643","352","939","","","","","1122238","892671","126725","102842","","","","","","EIN-04-3543134"
"201540659349300734","https://s3.amazonaws.com/irs-form-990/201540659349300734_public.xml","2013v4.0","42592472","CAPE COD ACADEMY","","990","2013","","","","1558618","1558618","","","","","","","","","","","","","4111803","2883031","990630","238142","71008","44568","22042","4398","448829","328665","81986","38178","296844","206813","73542","16489","","","","","17243","","17243","","15950","","15950","","","","","","","","","","17974","","17974","","234768","6500","228268","","141597","","141597","","52906","","9375","30164","13367","76530","3763","72767","","","","","","177156","177156","","","","","","","","","","","","","","","4667","","4667","","","","","","629174","523004","80047","26123","104734","","104734","","496536","42147","436775","17614","9500380","6827683","2318386","354311","","","","","","EIN-04-2592472"
"201511329349300641","https://s3.amazonaws.com/irs-form-990/201511329349300641_public.xml","2013v4.0","30179298","President and Fellows of Middlebury College","","990","2013","","1086870","1086870","51821482","51821482","","","","","2115381","359615","1396151","359615","282895","232308","","50587","112087837","93383579","15327586","3376672","11722132","9497510","1845439","379183","21221183","17193834","3340895","686454","7401555","5996891","1165242","239422","","","","","908542","299103","605259","4180","276773","91973","184800","","17574","","17574","","","","","","3774769","","3774769","","","","","","716390","529359","159426","27605","1491192","","948689","374566","167937","2561147","1063083","1474972","23092","","","","","11704506","10703595","995051","5860","7485852","6048766","1108977","328109","2418","","2418","","1033325","629771","384723","18831","13526702","12523316","1003386","","","","","","23702212","17862300","5839912","","2723801","2194170","529631","","8668037","6190978","2429518","47541","320013951","261699870","51947030","6367051","","","","","","EIN-03-0179298"
"201413039349200516","https://s3.amazonaws.com/irs-form-990/201413039349200516_public.xml","2013v3.0","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12847","","","","","","","","","","","","11250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"201531329349301718","https://s3.amazonaws.com/irs-form-990/201531329349301718_public.xml","2013v4.0","60840436","BENHAVEN INC","","990","2013","","","","","","","","","","136236","126316","9920","","","","","","9171114","8506350","664764","","167139","154103","13036","","2339129","2156695","182434","","721392","665130","56262","","","","","","1290","","1290","","35625","","35625","","1250","","1250","","","","","","","","","","467029","445686","21343","","1505","1505","","","20331","","","20331","","38673","22507","16166","","","","","","289695","258420","31275","","519011","492874","26137","","","","","","47187","47152","35","","161085","161044","41","","","","","","367526","315919","51607","","88581","","88581","","34251","24561","9690","","15403699","14142051","1261648","0","","","","","","EIN-06-0840436"
"201542239349300219","https://s3.amazonaws.com/irs-form-990/201542239349300219_public.xml","2013v4.0","42104310","Holyoke Visiting Nurse Association Inc","","990","2013","","","","","","","","","","222795","","222795","","","","","","3468940","2783824","685116","","228","183","45","","235626","189090","46536","","294560","236384","58176","","","","","","25005","","25005","","47805","","47805","","","","","","","","","","","","","","505033","463719","41314","","22183","17802","4381","","11154","","8951","2203","","71055","57022","14033","","","","","","218556","175391","43165","","116551","93532","23019","","","","","","5380","4317","1063","","","","","","","","","","31818","25534","6284","","37913","30425","7488","","30120","24171","5949","","5993658","4700210","1293448","0","","","","","","EIN-04-2104310"
"201531499349300218","https://s3.amazonaws.com/irs-form-990/201531499349300218_public.xml","2013v4.0","42259692","SOUTH SHORE ART CENTER INC","","990","2013","","","","","","","","","","61528","15382","33840","12306","","","","","237024","156653","55535","24836","","","","","","","","","24627","14191","7372","3064","","","","","","","","","10131","","10131","","","","","","","","","","1035","","1035","","40367","26230","14137","","11129","8674","2285","170","","","","","","","","","","","","","","18900","18900","","","","","","","","","","","19393","10523","2564","6306","","","","","","","","","35914","32323","3591","","10369","750","9619","","59911","32084","26934","893","631870","401696","181939","48235","","","","","","EIN-04-2259692"
"201631329349303468","https://s3.amazonaws.com/irs-form-990/201631329349303468_public.xml","2014v6.0","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2014","","","","32500","32500","","","","","184504","87764","71433","25307","","","","","314778","179152","74307","61319","","","","","50204","26839","14655","8710","45855","24514","13385","7956","","","","","775","","775","","6300","","6300","","","","","","","","","","","","","","8534","","","8534","","","","","7416","","1681","5735","","2599","","2599","","","","","","18701","9999","5458","3244","4289","","4289","","","","","","","","","","6814","3643","1989","1182","","","","","30899","16519","9019","5361","15522","8297","4531","2694","77873","54665","13505","9703","891313","506698","241202","143413","","","","","","EIN-04-2596491"
"201632239349301008","https://s3.amazonaws.com/irs-form-990/201632239349301008_public.xml","2014v6.0","42104310","HOLYOKE VISITING NURSE ASSOCIATION INC","","990","2014","","","","","","","","","","","","","","","","","","3545150","2844983","700167","","","","","","217740","174736","43004","","283612","227599","56013","","","","","","32001","","32001","","35000","","35000","","","","","","","","","","","","","","497390","452924","44466","","22535","18084","4451","","14969","","12013","2956","","74632","59892","14740","","","","","","67756","54374","13382","","101509","81461","20048","","","","","","3784","3037","747","","","","","","","","","","30399","24395","6004","","42598","34185","8413","","27245","21864","5381","","5795894","4717596","1078298","0","","","","","","EIN-04-2104310"
"201503559349300490","https://s3.amazonaws.com/irs-form-990/201503559349300490_public.xml","2014v5.0","42592472","CAPE COD ACADEMY","","990","2014","","","","1553969","1553969","","","","","","","","","","","","","4227486","2596556","1405262","225668","100836","51604","42639","6593","422686","214111","171528","37047","308224","196494","96308","15422","","","","","70383","","70383","","28945","","28945","","","","","","","","","","17987","","17987","","23518","19706","3812","","139829","","139829","","50367","","7313","31173","11881","43269","4342","38927","","","","","","180212","180212","","","","","","","","","","","","","","","17321","","17321","","","","","","613115","520516","66476","26123","128001","","128001","","248851","38080","189387","21384","8900698","6108602","2447978","344118","","","","","","EIN-04-2592472"
"201610639349300106","https://s3.amazonaws.com/irs-form-990/201610639349300106_public.xml","2014v6.0","42259692","SOUTH SHORE ART CENTER INC","","990","2014","","","","","","","","","","43223","","43223","","296360","192904","51609","51847","","","","","","","","","","","","","25805","14658","7207","3940","","","","","","","","","10191","","10191","","","","","","","","","","1035","","1035","","23756","18337","5419","","13575","11962","1613","","","","","","","","","","","","","","","20088","18079","2009","","","","","","","","","","18204","12642","5562","","25","","25","","","","","","37693","33924","3769","","10965","1000","9965","","61181","32424","28757","","658353","420641","181925","55787","","","","","","EIN-04-2259692"
"201542169349300224","https://s3.amazonaws.com/irs-form-990/201542169349300224_public.xml","2014v5.0","43543134","THE DOUG FLUTIE JR FOUNDATION FOR AUTISM INC","","990","2014","","445204","445204","64483","64483","20000","20000","","","59587","47670","2979","8938","","","","","215122","99062","28024","88036","1500","960","375","165","","","","","22465","11961","2545","7959","","","","","435","","435","","35855","","35855","","","","","","","","","","22116","","22116","","29020","16530","12490","","22740","22740","","","29579","","6039","12433","11107","21350","9054","5903","6393","","","","","24000","12720","2640","8640","5776","4231","","1545","","","","","","","","","","","","","","","","","7187","","7187","","3883","2058","427","1398","","","","","1113273","827859","151233","134181","","","","","","EIN-04-3543134"
"201502239349301300","https://s3.amazonaws.com/irs-form-990/201502239349301300_public.xml","2014v5.0","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2014","","","","","","","","","","75654","15131","22696","37827","","","","","153480","116263","18217","19000","","","","","14064","8065","2511","3488","17831","10225","3184","4422","","","","","","","","","13851","","13851","","","","","","","","","","","","","","2609","","2609","","2960","2960","","","7785","","6229","779","777","","","","","","","","","79069","63255","15814","","","","","","","","","","","","","","7746","","7746","","","","","","35051","28041","7010","","11870","9496","2374","","5596","4476","560","560","591336","420548","102410","68378","","","","","","EIN-02-0240383"
"201541319349201279","https://s3.amazonaws.com/irs-form-990/201541319349201279_public.xml","2014v5.0","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10911","","","","","","","","","","","","11500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"201501529349300625","https://s3.amazonaws.com/irs-form-990/201501529349300625_public.xml","2014v5.0","50258941","BETHANY HOME OF RI INC","","990","2014","X","","","","","","","","","127671","","127671","","","","","","1975367","1830033","145334","","","","","","238008","207839","30169","","209552","182990","26562","","","","","","","","","","","","","","","","","","","","","","","","","","141406","69670","71736","","14927","","14927","","40204","","","40204","","","","","","","","","","89398","89398","","","1178","","1178","","","","","","5796","","5796","","6142","","6142","","","","","","125330","116674","8656","","117928","109357","8571","","18228","","18228","","4344864","3739690","605174","0","","","","","","EIN-05-0258941"
"201601329349301715","https://s3.amazonaws.com/irs-form-990/201601329349301715_public.xml","2014v6.0","30179298","President and Fellows of Middlebury College","","990","2014","","1059604","1059604","55580063","55580063","","","","","3757883","638840","2480203","638840","301694","249596","","52098","117132070","97230847","17056671","2844552","12252603","9874911","2023961","353731","21940718","17682988","3624304","633426","7811899","6295952","1290418","225529","","","","","747339","107161","640054","124","337332","127552","209780","","41610","","41610","","","","","","3732153","","3732153","","","","","","682460","525827","144910","11723","1559528","","972055","414190","173283","2665261","672198","1972761","20302","","","","","11562873","10055093","1410942","96838","7726028","5812154","1537832","376042","","","","","1267980","710633","531933","25414","13505555","12506313","999242","","","","","","25004349","18713602","6290747","","2633346","1925278","708068","","9939569","6694215","3182081","63273","332375383","269550637","56631117","6193629","","","","","","EIN-03-0179298"
"201610749349300431","https://s3.amazonaws.com/irs-form-990/201610749349300431_public.xml","2014v6.0","60840436","BENHAVEN INC","","990","2014","","","","","","","","","","295665","273053","22612","","","","","","9562166","8841644","720522","","485743","446293","39450","","2525417","2320311","205106","","754697","693403","61294","","","","","","2981","","2981","","41225","","41225","","","","","","","","","","","","","","508582","486732","21850","","338","338","","","12808","","","12808","","38813","23554","15259","","","","","","216682","188236","28446","","538245","514192","24053","","","","","","43723","43723","","","154091","154091","","","","","","","383287","329654","53633","","85985","","85985","","75660","66011","9649","","16556715","15167547","1389168","0","","","","","","EIN-06-0840436"
"201720449349302492","https://s3.amazonaws.com/irs-form-990/201720449349302492_public.xml","2015v3.0","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2015","","","","148170","148170","","","","","89542","","89542","","","","","","452557","326471","71876","54210","","","","","34631","20856","10312","3463","46916","28254","13970","4692","","","","","3710","","3710","","8200","","8200","","","","","","","","","","","","","","5131","","","5131","","","","","17028","","2952","14076","","","","","","","","","","58922","55940","1988","994","8920","521","8399","","","","","","","","","","6402","4482","1280","640","","","","","51264","35885","10253","5126","13688","9582","2737","1369","114632","92084","12938","9610","1297027","801958","403909","91160","","","","","","EIN-04-2596491"
"201731319349304523","https://s3.amazonaws.com/irs-form-990/201731319349304523_public.xml","2015v3.0","60840436","BENHAVEN INC","","990","2015","","","","","","","","","","259675","240738","18937","","","","","","9773811","9065685","708126","","403888","371737","32151","","2452204","2257003","195201","","771452","710042","61410","","","","","","413","","413","","34800","","34800","","","","","","","","","","9803","","9803","","618328","544166","74162","","823","823","","","12286","","","12286","","51699","33396","18303","","","","","","245860","221065","24795","","558449","540621","17828","","","","","","41153","41153","","","141177","141177","","","","","","","405254","349158","56096","","91196","","91196","","13662","4432","9230","","16788693","15378412","1410281","0","","","","","","EIN-06-0840436"
"201601239349200810","https://s3.amazonaws.com/irs-form-990/201601239349200810_public.xml","2015v2.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10707","","","","","","","","","","","","11424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"201741299349302179","https://s3.amazonaws.com/irs-form-990/201741299349302179_public.xml","2015v3.0","30179298","President and Fellows of Middlebury","College","990","2015","","994200","994200","61955306","61955306","","","","","2121636","360678","1400280","360678","511420","510016","","1404","126098374","101845091","21566993","2686290","13000324","10346330","2362059","291935","25453647","20257328","4624732","571587","8172682","6504243","1484913","183526","","","","","530670","38512","492158","","329564","113900","215664","","25100","","25100","","","","","","3530548","","3530548","","","","","","673240","249168","403613","20459","1713361","","1145137","375406","192818","2721910","952932","1729725","39253","","","","","10850509","9526150","1320098","4261","8491231","6708578","1429444","353209","","","","","1241564","828939","386510","26115","13468907","12474731","994176","","","","","","21810160","15665555","6144605","","2859859","2005349","854510","","10488064","5774901","4421129","292034","351150735","281439857","64120021","5590857","","","","","","EIN-03-0179298"
"201712239349301951","https://s3.amazonaws.com/irs-form-990/201712239349301951_public.xml","2015v3.0","42104310","HOLYOKE VISITING NURSE ASSOCIATION INC","","990","2015","","","","","","","","","","","","","","","","","","3935000","3157838","777162","","","","","","247707","198785","48922","","314800","252627","62173","","","","","","7982","","7982","","42000","","42000","","","","","","","","","","","","","","342904","315291","27613","","6417","5150","1267","","14351","","11517","2834","","81074","65062","16012","","","","","","102680","82401","20279","","108109","86757","21352","","","","","","5641","4527","1114","","","","","","","","","","39383","31605","7778","","35555","28533","7022","","25948","20823","5125","","6080379","4953993","1126386","0","","","","","","EIN-04-2104310"
"201643069349300434","https://s3.amazonaws.com/irs-form-990/201643069349300434_public.xml","2015v2.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2015","","429030","429030","54104","54104","7000","7000","","","61800","49440","3090","9270","","","","","219638","123634","22964","73040","1222","1044","127","51","1402","841","140","421","23965","14729","2215","7021","","","","","","","","","40400","","40400","","","","","","","","","","13739","","13739","","7700","4600","3100","","24231","24231","","","14097","","1625","9225","3247","27073","10919","8500","7654","","","","","27284","16534","2936","7814","7749","5424","","2325","","","","","","","","","","","","","","","","","7655","","7655","","6116","2390","2531","1195","","","","","1062308","808816","133693","119799","","","","","","EIN-04-3543134"
"201603509349301090","https://s3.amazonaws.com/irs-form-990/201603509349301090_public.xml","2015v2.1","42259692","SOUTH SHORE ART CENTER INC","","990","2015","","","","","","","","","","70000","17500","38500","14000","287249","183912","64709","38628","","","","","","","","","","","","","29371","16559","8485","4327","","","","","","","","","10397","","10397","","","","","","","","","","765","","765","","64544","21355","43189","","15879","13940","1939","","","","","","","","","","","","","","","16080","14473","1607","","","","","","","","","","15891","13032","2859","","","","","","","","","","40962","36866","4096","","10799","1000","9799","","66969","35931","31038","","731360","437909","236496","56955","","","","","","EIN-04-2259692"
"201623489349300632","https://s3.amazonaws.com/irs-form-990/201623489349300632_public.xml","2015v2.1","42592472","CAPE COD ACADEMY","","990","2015","","","","1573300","1573300","","","","","","","","","","","","","4397866","2625329","1531537","241000","117090","62058","46836","8196","483918","238033","206797","39088","307352","177933","112765","16654","","","","","515","","515","","21065","","21065","","","","","","","","","","9575","","9575","","79009","","79009","","131804","","131804","","69970","","","32882","37088","57874","276","57598","","","","","","133809","133809","","","","","","","","","","","","","","","49388","","49388","","","","","","587093","511740","49230","26123","129866","","129866","","192604","6994","152920","32690","9319886","6254501","2664546","400839","","","","","","EIN-04-2592472"
"201613149349301766","https://s3.amazonaws.com/irs-form-990/201613149349301766_public.xml","2015v2.1","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2015","","","","","","","","","","63310","12662","18993","31655","","","","","180107","131842","22791","25474","","","","","15238","9046","2616","3576","22724","13490","3901","5333","","","","","","","","","14614","","14614","","","","","","","","","","","","","","1801","","1801","","2994","2994","","","13108","","10486","1311","1311","2006","2006","","","","","","","81412","65130","16282","","","","","","","","","","","","","","6795","","6795","","","","","","35119","28095","7024","","13559","10847","2712","","8487","2301","6086","100","548762","373684","105421","69657","","","","","","EIN-02-0240383"
"201612299349300861","https://s3.amazonaws.com/irs-form-990/201612299349300861_public.xml","2015v2.1","50258941","BETHANY HOME OF RI INC","","990","2015","","","","","","","","","","149008","","149008","","2018033","1781656","236377","","","","","","","","","","235529","194471","41058","","193041","159390","33651","","","","","","","","","","","","","","","","","","","","","","","","","","162880","91741","71139","","15132","","15132","","39015","","","39015","","","","","","","","","","73013","73013","","","1845","","1845","","","","","","6314","","6314","","888","","888","","","","","","131250","122188","9062","","94062","85810","8252","","21141","7344","13797","","4430125","3690563","739562","0","","","","","","EIN-05-0258941"
"201801349349303665","https://s3.amazonaws.com/irs-form-990/201801349349303665_public.xml","2016v3.0","30179298","President and Fellows of Middlebury","College","990","2016","","732507","732507","67188965","67188965","","","","","1771747","301197","1169353","301197","3614233","3614233","","","123236797","99666333","20214041","3356423","13207891","10724908","2095476","387507","21635107","17567872","3432482","634753","8269114","6714583","1311923","242608","","","","","474130","92275","381409","446","305228","151628","153600","","16577","","16577","","","","","","5704263","","5704263","","","","","","850463","239862","588893","21708","1532091","","1025284","314860","191947","2236998","902272","1313764","20962","","","","","11783837","10863508","882989","37340","7924821","6467261","1049161","408399","","","","","1247434","819971","399746","27717","12767963","11886628","881335","","","","","","20454647","14688414","5766233","","2830099","2933068","-102969","","8693409","5590585","2623625","479199","352100760","285047222","60274071","6779467","","","","","","EIN-03-0179298"
