"OBJECTID","URL","RETURN_VERSION","ORG_EIN","ORG_NAME_L1","ORG_NAME_L2","RETURN_TYPE","TAX_YEAR","F9_08_INFO_SCHED_O_X","F9_08_REV_CONTR_FED_CAMP","F9_08_REV_CONTR_MEMBSHIP_DUE","F9_08_REV_CONTR_FUNDR_EVNT","F9_08_REV_CONTR_RLTD_ORG","F9_08_REV_CONTR_GOVT_GRANT","F9_08_REV_CONTR_OTH","F9_08_REV_CONTR_NONCSH","F9_08_REV_CONTR_TOT","F9_08_REV_PROG_OTH_TOT","F9_08_REV_PROG_OTH_RLTD","F9_08_REV_PROG_OTH_UBIZ","F9_08_REV_PROG_OTH_EXCL","F9_08_REV_PROG_TOT_TOT","F9_08_REV_OTH_INVEST_INCOME_TOT","F9_08_REV_OTH_INVEST_INCOME_RLTD","F9_08_REV_OTH_INVEST_INCOME_UBIZ","F9_08_REV_OTH_INVEST_INCOME_EXCL","F9_08_REV_OTH_INVEST_BOND_TOT","F9_08_REV_OTH_INVEST_BOND_RLTD","F9_08_REV_OTH_INVEST_BOND_UBIZ","F9_08_REV_OTH_INVEST_BOND_EXCL","F9_08_REV_OTH_ROY_TOT","F9_08_REV_OTH_ROY_RLTD","F9_08_REV_OTH_ROY_UBIZ","F9_08_REV_OTH_ROY_EXCL","F9_08_REV_OTH_RENT_GRO_REAL","F9_08_REV_OTH_RENT_GRO_PERS","F9_08_REV_OTH_RENT_LESS_EXP_REAL","F9_08_REV_OTH_RENT_LESS_EXP_PERS","F9_08_REV_OTH_RENT_INCOME_REAL","F9_08_REV_OTH_RENT_INCOME_PERS","F9_08_REV_OTH_RENT_NET_TOT","F9_08_REV_OTH_RENT_NET_RLTD","F9_08_REV_OTH_RENT_NET_UBIZ","F9_08_REV_OTH_RENT_NET_EXCL","F9_08_REV_OTH_SALE_ASSET_SEC","F9_08_REV_OTH_SALE_ASSET_OTH","F9_08_REV_OTH_SALE_ASSET","F9_08_REV_OTH_SALE_LESS_COST_SEC","F9_08_REV_OTH_SALE_LESS_COST_OTH","F9_08_REV_OTH_SALE_LESS_COST","F9_08_REV_OTH_SALE_GAIN_SEC","F9_08_REV_OTH_SALE_GAIN_OTH","F9_08_REV_OTH_SALE_GAIN_NET_TOT","F9_08_REV_OTH_SALE_GAIN_NET_RLTD","F9_08_REV_OTH_SALE_GAIN_NET_UBIZ","F9_08_REV_OTH_SALE_GAIN_NET_EXCL","F9_08_REV_OTH_FUNDR_EVNT_0","F9_08_REV_OTH_FUNDR_EVNT_1","F9_08_REV_OTH_FUNDR_DIRECT_EXP","F9_08_REV_OTH_EVNT_DIRECT_EXP","F9_08_REV_OTH_EVNT_NET_TOT","F9_08_REV_OTH_FUNDR_NET_TOT","F9_08_REV_OTH_FUNDR_NET_RLTD","F9_08_REV_OTH_FUNDR_NET_UBIZ","F9_08_REV_OTH_FUNDR_NET_EXCL","F9_08_REV_OTH_GAMING","F9_08_REV_OTH_GAMING_DIRECT_EXP","F9_08_REV_OTH_GAMING_NET_TOT","F9_08_REV_OTH_GAMING_NET_RLTD","F9_08_REV_OTH_GAMING_NET_UBIZ","F9_08_REV_OTH_GAMING_NET_EXCL","F9_08_REV_OTH_INV_GRO_SALE","F9_08_REV_OTH_INV_COST_GOODS","F9_08_REV_OTH_INV_NET_TOT","F9_08_REV_OTH_INV_NET_RLTD","F9_08_REV_OTH_INV_NET_UBIZ","F9_08_REV_OTH_INV_NET_EXCL","F9_08_REV_MISC_OTH_TOT","F9_08_REV_MISC_OTH_RLTD","F9_08_REV_MISC_OTH_UBIZ","F9_08_REV_MISC_OTH_EXCL","F9_08_REV_MISC_TOT_TOT","F9_08_REV_TOT_TOT","F9_08_REV_TOT_RLTD","F9_08_REV_TOT_UBIZ","F9_08_REV_TOT_EXCL","EIN2"
"201731319349304523","https://s3.amazonaws.com/irs-form-990/201731319349304523_public.xml","2015v3.0","60840436","BENHAVEN INC","","990","2015","","","","","","","18711","","18711","","","","","17137946","45353","","","45353","","","","","","","","","","","","","","","","","","","","500","","","0","","","500","500","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","17202510","17137946","0","45853","EIN-06-0840436"
"201601239349200810","https://s3.amazonaws.com/irs-form-990/201601239349200810_public.xml","2015v2.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2015","","","10895","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","","","","","EIN-04-3266589"
"201741299349302179","https://s3.amazonaws.com/irs-form-990/201741299349302179_public.xml","2015v3.0","30179298","President and Fellows of Middlebury","College","990","2015","","","","","","3498869","40713874","8041718","44212743","9542963","9542963","","","221715117","40470132","","-2721424","43191556","","","","","29126","","","29126","","","","","","","","","","","250448000","","","181756000","","","68692000","","68692000","","1663747","67028253","","","","","","","","","","","","","","","","","","","","","","","","","","53918","375173036","221180198","-468840","110248935","EIN-03-0179298"
"201712239349301951","https://s3.amazonaws.com/irs-form-990/201712239349301951_public.xml","2015v3.0","42104310","HOLYOKE VISITING NURSE ASSOCIATION INC","","990","2015","","742","","","","","8482","","9224","","","","","6357320","45682","","","45682","","","","","","","","","","","","","","","","","","","23865","","","0","","","23865","","23865","","","23865","","","","","","","","","","","","","","","","","","","","","","","","","","","6436091","6357320","0","69547","EIN-04-2104310"
"201643069349300434","https://s3.amazonaws.com/irs-form-990/201643069349300434_public.xml","2015v2.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2015","","","","576030","","","1048659","24283","1624689","","","","","3216","65023","","","65023","","","","","","","","","","","","","","","","","","","862347","","","716834","","","145513","","145513","","","145513","576030","35416","154806","","","-119390","","","-119390","","","","","","","","","","","","","","","","","","1719051","3216","0","91146","EIN-04-3543134"
"201603509349301090","https://s3.amazonaws.com/irs-form-990/201603509349301090_public.xml","2015v2.1","42259692","SOUTH SHORE ART CENTER INC","","990","2015","","","105524","37555","","","130443","","273522","4493","4493","","","336010","5552","","","5552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37555","61883","37169","","","24714","","","24714","","","","","","","","","","","","","","","","","","639798","336010","0","30266","EIN-04-2259692"
"201623489349300632","https://s3.amazonaws.com/irs-form-990/201623489349300632_public.xml","2015v2.1","42592472","CAPE COD ACADEMY","","990","2015","","","","","","","641667","241177","641667","","","","","6225184","18879","","","18879","","","","","","","","","","","","","","","","","","","332805","","","332731","","","74","","74","","","74","","17539","5107","","","12432","","","12432","","","","","","","","","","","","","","","","","89370","6987606","6225184","0","120755","EIN-04-2592472"
"201613149349301766","https://s3.amazonaws.com/irs-form-990/201613149349301766_public.xml","2015v2.1","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2015","","","26020","","","","384167","10000","410187","","","","","70424","241","","","241","","","","","","","","","59347","","0","","59347","","59347","","","59347","","","","","","","","","","","","","","18041","3169","","","14872","","","14872","","","","","","","41003","17257","23746","23746","","","","","","","6713","585530","100883","0","74460","EIN-02-0240383"
"201612299349300861","https://s3.amazonaws.com/irs-form-990/201612299349300861_public.xml","2015v2.1","50258941","BETHANY HOME OF RI INC","","990","2015","","","","","","","186607","","186607","","","","","4463866","1193","","","1193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23395","4675061","4463866","0","24588","EIN-05-0258941"
"201801349349303665","https://s3.amazonaws.com/irs-form-990/201801349349303665_public.xml","2016v3.0","30179298","President and Fellows of Middlebury","College","990","2016","","","","","","3941318","31334682","7713834","35276000","14469290","14469290","","","237441613","22533493","","-2309273","24842766","","","","","29572","","","29572","","","","","","","","","","","202046000","","","149013000","","","53033000","","53033000","","1114830","51918170","","","","","","","","","","","","","","","","","","","","","","","","","","38179","348351857","236931373","-646024","76790508","EIN-03-0179298"
"201712379349300816","https://s3.amazonaws.com/irs-form-990/201712379349300816_public.xml","2016v3.0","50258941","BETHANY HOME OF RI INC","","990","2016","","","","","","","198983","","198983","","","","","4532437","965","","","965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7855","4740240","4532437","0","8820","EIN-05-0258941"
"201712999349300411","https://s3.amazonaws.com/irs-form-990/201712999349300411_public.xml","2016v3.0","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2016","","","","336676","","","766834","49262","1103510","","","","","17755","57073","","","57073","","","","","","","","","","","","","","","","","","","1036468","","","1036443","","","25","","25","","","25","336676","33936","175736","","","-141800","","","-141800","","","","","","","","","","","","","","","","","","1036563","17755","0","-84702","EIN-04-3543134"
"201811359349310581","https://s3.amazonaws.com/irs-form-990/201811359349310581_public.xml","2016v3.0","60840436","Benhaven Inc","","990","2016","","","","","","","11473","","11473","","","","","17659983","56286","","","56286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17727742","17659983","0","56286","EIN-06-0840436"
"201841989349301309","https://s3.amazonaws.com/irs-form-990/201841989349301309_public.xml","2016v3.0","42259692","SOUTH SHORE ART CENTER INC","","990","2016","","","96241","20198","","","187045","","303484","5882","5882","","","328747","4998","","","4998","","","","","","","","","","","","","","","","","","","138446","","","127985","","","10461","","10461","","","10461","20198","112505","49722","","","62783","","","62783","","","","","","","","","","","","","","","","","","710473","328747","0","78242","EIN-04-2259692"
"201722989349301367","https://s3.amazonaws.com/irs-form-990/201722989349301367_public.xml","2016v3.0","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2016","","","33547","","","","356543","","390090","","","","","129430","137","","","137","","","","","","","","","59700","","0","","59700","","59700","","","59700","","","","","","","","","","","","","","19991","3778","","","16213","","","16213","","","","","","","115466","32655","82811","82811","","","","","","","","678381","212241","0","76050","EIN-02-0240383"
"201821359349305012","https://s3.amazonaws.com/irs-form-990/201821359349305012_public.xml","2016v3.0","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2016","","","","","","","159110","","159110","","","","","605773","16153","","","16153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7991","789027","605773","0","24144","EIN-04-2596491"
"201743219349300644","https://s3.amazonaws.com/irs-form-990/201743219349300644_public.xml","2016v3.0","42592472","CAPE COD ACADEMY","","990","2016","","","","","","","463308","81971","463308","","","","","6191431","8299","","","8299","","","","","","","","","","","","","","","","","","","895994","","","902714","9299","","-6720","-9299","-16019","","","-16019","","17832","5416","","","12416","","","12416","","","","","","","","","","","","","","","","","92911","6752346","6191431","0","97607","EIN-04-2592472"
"201842269349301494","https://s3.amazonaws.com/irs-form-990/201842269349301494_public.xml","2016v3.0","42104310","HOLYOKE VISITING NURSE ASSOCIATION INC","","990","2016","","","","","","","4766","","4766","","","","","6620204","74696","","","74696","","","","","","","","","","","","","","","","","","","42583","","","0","","","42583","","42583","","","42583","","","","","","","","","","","","","","","","","","","","","","","","","","","6742249","6620204","0","117279","EIN-04-2104310"
"201732859349200123","https://s3.amazonaws.com/irs-form-990/201732859349200123_public.xml","2016v3.0","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2016","","","11155","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1946","","","","","EIN-04-3266589"
"201901359349306745","https://s3.amazonaws.com/irs-form-990/201901359349306745_public.xml","2017v2.3","42592472","CAPE COD ACADEMY","","990","2017","","","","","","","290054","61664","290054","","","","","6520869","5300","","","5300","","","","","","","","","","","","","","","","","","","814865","2000","","814606","0","","259","2000","2259","","","2259","","142548","31537","","","111011","","","111011","","","","","","","","","","","","","","","","","192323","7121816","6619493","0","212269","EIN-04-2592472"
"201833189349301488","https://s3.amazonaws.com/irs-form-990/201833189349301488_public.xml","2017v2.3","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2017","","","37939","","","","446151","23833","484090","","","","","73452","130","","","130","","","","","","","","","55185","","0","","55185","","55185","","","55185","","","","","","","","","","","","","","25824","4607","","","21217","","","21217","","","","","","","80436","34770","45666","45666","","","","","","","1050","680790","120168","0","76532","EIN-02-0240383"
"201911309349304711","https://s3.amazonaws.com/irs-form-990/201911309349304711_public.xml","2017v2.3","60840436","BENHAVEN INC","","990","2017","","","","","","","35541","","35541","","","","","17680705","59937","","","59937","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17776183","17680705","0","59937","EIN-06-0840436"
"201921969349301787","https://s3.amazonaws.com/irs-form-990/201921969349301787_public.xml","2017v2.3","42259692","SOUTH SHORE ART CENTER INC","","990","2017","","","97556","4550","","","163448","","265554","5213","5213","","","313882","23089","","23089","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4550","100742","42171","","","58571","","","58571","","","","","","","","","","","","","","","","","","661096","313882","23089","58571","EIN-04-2259692"
"201813199349302511","https://s3.amazonaws.com/irs-form-990/201813199349302511_public.xml","2017v2.3","50258941","BETHANY HOME OF RI INC","","990","2017","","","","","","","262290","","262290","","","","","4367230","1277","","","1277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29359","4660156","4367230","0","30636","EIN-05-0258941"
"201842929349200209","https://s3.amazonaws.com/irs-form-990/201842929349200209_public.xml","2017v2.3","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2017","","","11755","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"201941309349303614","https://s3.amazonaws.com/irs-form-990/201941309349303614_public.xml","2017v2.3","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2017","","","","","","","98676","","98676","","","","","737965","10175","","","10175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","846816","737965","0","10175","EIN-04-2596491"
"201833209349301808","https://s3.amazonaws.com/irs-form-990/201833209349301808_public.xml","2017v2.3","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2017","","","","263604","","","892426","88308","1156030","","","","","29749","57197","","","57197","","","","","","","","","","","","","","","","","","","692062","","","593178","","","98884","","98884","","","98884","263604","293823","264819","","","29004","","","29004","","","","","","","","","","","","","","","","","","1370864","29749","0","185085","EIN-04-3543134"
"201922269349300612","https://s3.amazonaws.com/irs-form-990/201922269349300612_public.xml","2017v2.3","42104310","Holyoke Visiting Nurse Association Inc","","990","2017","","","","","","","30781","","30781","","","","","6254423","55698","","","55698","","","","","","","","","","","","","","","","","","","12293","","","0","","","12293","","12293","","","12293","","","","","","","","","","","","","","","","","","","","","","","","","","","6353195","6254423","0","67991","EIN-04-2104310"
"202140149349301409","https://s3.amazonaws.com/irs-form-990/202140149349301409_public.xml","2018v3.2","42259692","SOUTH SHORE ART CENTER INC","","990","2018","","","78429","","","","258812","","337241","6757","6757","","","322821","20700","","","20700","","","","","","","","","","","","","","","","","","","","2961","","","","","","2961","2961","","","2961","","51215","38132","","","13083","","","13083","","","","","","","","","","","","","","","","","","696806","322821","","36744","EIN-04-2259692"
"202000419349300535","https://s3.amazonaws.com/irs-form-990/202000419349300535_public.xml","2018v3.1","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2018","","","","","","","472741","","472741","","","","","579642","6457","","","6457","","","","","","","","","","","","","","","","","","","48438","","","47046","","","1392","","1392","","","1392","","","","","","","","","","","","","","","","","","","","","","","","","","","1060232","579642","0","7849","EIN-04-2596491"
"201902979349301320","https://s3.amazonaws.com/irs-form-990/201902979349301320_public.xml","2018v3.1","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2018","","","37419","","","","471607","16450","509026","","","","","69417","282","","","282","","","","","","","","","64287","","0","","64287","","64287","","","64287","","","","","","","","","","","","","","45146","3522","","","41624","","","41624","","","","","","","118517","39450","79067","79067","","","","","","","2300","766003","150784","0","106193","EIN-02-0240383"
"201932279349200418","https://s3.amazonaws.com/irs-form-990/201932279349200418_public.xml","2018v3.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2018","","","8701","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1482","","","","","EIN-04-3266589"
"202022269349300447","https://s3.amazonaws.com/irs-form-990/202022269349300447_public.xml","2018v3.2","42104310","Holyoke Visiting Nurse Association Inc","","990","2018","","","","","","","13569","","13569","","","","","6578990","63897","","","63897","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6656456","6578990","0","63897","EIN-04-2104310"
"201913169349302721","https://s3.amazonaws.com/irs-form-990/201913169349302721_public.xml","2018v3.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2018","","","","405235","","","798818","64884","1204053","","","","","24764","57496","","","57496","","","","","","","","","","","","","","","","","","","899449","","","739168","","","160281","","160281","","","160281","405235","113189","261163","","","-147974","","","-147974","","","","","","","","","","","","","","","","","","1298620","24764","0","69803","EIN-04-3543134"
"201923159349301812","https://s3.amazonaws.com/irs-form-990/201923159349301812_public.xml","2018v3.1","50258941","BETHANY HOME OF RI INC","","990","2018","","","","","","","610183","","610183","","","","","4308856","7875","","","7875","","","","","","","","","","","","","","","","","","","","","","","2622","","","-2622","-2622","","","-2622","","","","","","","","","","","","","","","","","","","","","","","","","","428","4924720","4308856","0","5681","EIN-05-0258941"
"202021979349301127","https://s3.amazonaws.com/irs-form-990/202021979349301127_public.xml","2018v3.2","42592472","CAPE COD ACADEMY","","990","2018","","","","154820","","","1357116","1108126","1511936","","","","","6608738","17398","","","17398","","","","","","","","","93665","","0","","93665","","93665","","","93665","726","","","0","","","726","","726","","","726","154820","0","42592","","","-42592","","","-42592","","","","","","","","","","","","","","","","","20725","8210596","6629463","0","69197","EIN-04-2592472"
"202031289349301203","https://s3.amazonaws.com/irs-form-990/202031289349301203_public.xml","2018v3.1","60840436","BENHAVEN INC","","990","2018","","","","","","","62127","","62127","206956","206956","","","19233540","66037","","","66037","","","","","","","","","","","","","","","","","","","","","","","1999","","","-1999","-1999","","","-1999","","","","","","","","","","","","","","","","","","","","","","","","","","","19359705","19233540","0","64038","EIN-06-0840436"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202141969349301029","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202141969349301029_public.xml","2019v5.0","42259692","SOUTH SHORE ART CENTER INC","","990","2019","","","84954","","","","131416","","216370","2575","2575","","","222728","26108","","","26108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30230","8395","","","21835","","","21835","","","","","","","","","","","","","","","","","","487041","222728","","47943","EIN-04-2259692"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202111329349302436","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202111329349302436_public.xml","2019v5.2","30179298","President and Fellows of Middlebury","College","990","2019","","","","","","6406864","48266678","3824967","54673542","10028957","10028957","","","245196626","27953595","","-4719146","32672741","","","","","113787","","","113787","","","","","","","","","","","226152000","","","153846000","","","72306000","","72306000","","5101582","67204418","","","","","","","","","","","","","","","","","","","","","","","","","","28644","400272194","245170858","436848","99990946","EIN-03-0179298"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202033219349303108","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202033219349303108_public.xml","2019v5.1","50258941","BETHANY HOME OF RI INC","","990","2019","","","","","","","256274","","256274","","","","","4436966","11896","","","11896","","","","","","","","","","","","","","","","","","","","500","","","0","","","500","500","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","839","4706475","4436966","0","13235","EIN-05-0258941"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202142289349301634","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202142289349301634_public.xml","2019v5.2","42104310","Holyoke Visiting Nurse Association Inc","","990","2019","","","","","","295086","21761","","316847","","","","","6280246","39756","","","39756","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6636849","6280246","0","39756","EIN-04-2104310"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202120959349300722","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202120959349300722_public.xml","2019v5.2","60840436","BENHAVEN INC","","990","2019","","","","","","","184307","","184307","10294","10294","","","20564803","65766","","","65766","","","","","","","","","","","","","","","","","","","505625","","","395400","","","110225","","110225","","","110225","","","","","","","","","","","","","","","","","","","","","","","","","","","20925101","20564803","0","175991","EIN-06-0840436"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202131049349300108","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202131049349300108_public.xml","2019v5.2","42596491","CONWAY SCHOOL OF LANDSCAPE DESIGN INC","","990","2019","","","","","","","335111","","335111","","","","","748412","6520","","","6520","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1090043","748412","0","6520","EIN-04-2596491"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202110219349300726","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202110219349300726_public.xml","2019v5.1","42592472","CAPE COD ACADEMY","","990","2019","","","","","","","424112","250043","424112","","","","","6929679","1406","","","1406","","","","","","","","","62186","","0","","62186","","62186","","","62186","247376","","","250043","","","-2667","","-2667","","","-2667","","","","","","","","","","","","","","","","","","","","","","","","","","4264","7418980","6933943","0","60925","EIN-04-2592472"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202012589349200831","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202012589349200831_public.xml","2019v5.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2019","","","11295","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIN-04-3266589"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202003219349305285","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202003219349305285_public.xml","2019v5.1","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2019","","","23848","","","","342758","6300","366606","","","","","67590","40","","","40","","","","","","","","","59652","","0","","59652","","59652","","","59652","","","","","","","","","","","","","","48634","3580","","","45054","","","45054","","","","","","","72934","30701","42233","42233","","","","","","","","581175","109823","0","104746","EIN-02-0240383"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202043219349317459","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202043219349317459_public.xml","2019v5.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2019","","","","411779","","","927050","38046","1338829","","","","","23627","64571","","","64571","","","","","","","","","","","","","","","","","","","960123","","","875697","","","84426","","84426","","","84426","411779","63047","192097","","","-129050","","","-129050","","","","","","","","","","","","","","","","","","1382403","23627","0","19947","EIN-04-3543134"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202231369349302503","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202231369349302503_public.xml","2020v4.1","30179298","President and Fellows of Middlebury","College","990","2020","","","","","","9406312","33333551","4702272","42739863","7104143","7104143","","","223883412","75482689","","-3831911","79314600","","","","","41339","","","41339","","","","","","","","","","","287322000","","","241574000","","","45748000","","45748000","","7003001","38744999","","","","","","","","","","","","","","","","","","","","","","","","","","22919","387918222","223879327","3198094","118100938","EIN-03-0179298"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202103159349305475","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202103159349305475_public.xml","2020v4.1","43543134","THE DOUG FLUTIE JR FOUNDATION FOR","AUTISM INC","990","2020","","","","337823","","","787666","4950","1125489","","","","","13704","68906","","","68906","","","","","","","","","","","","","","","","","","","1166251","","","1030363","","","135888","","135888","","","135888","337823","35579","26755","","","8824","","","8824","","","","","","","","","","","","","","","","","","1352811","13704","0","213618","EIN-04-3543134"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202221959349302302","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202221959349302302_public.xml","2020v4.0","42259692","SOUTH SHORE ART CENTER INC","","990","2020","","","78545","","","87189","155922","","321656","","","","","191027","10600","","","10600","","","","","","","","","","","","","","","","","","","53779","10618","","46827","","","6952","10618","17570","","","17570","","24450","2486","","","21964","","","21964","","","","","","","","","","","","","","","","","","562817","191027","","50134","EIN-04-2259692"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102599349200715","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102599349200715_public.xml","2020v4.1","43266589","RESOLVE OF THE BAY STATE INC","","990EZ","2020","","","7998","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","473","","","","","EIN-04-3266589"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202242249349301219","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202242249349301219_public.xml","2020v4.2","42104310","Holyoke Visiting Nurse Association Inc","","990","2020","","","","","","","21297","","21297","","","","","6590743","47677","","","47677","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6659717","6590743","0","47677","EIN-04-2104310"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202200459349301535","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202200459349301535_public.xml","2020v4.2","60840436","BENHAVEN INC","","990","2020","","","","","","663029","78356","","741385","7463","7463","","","21712194","77156","","","77156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22530735","21712194","0","77156","EIN-06-0840436"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202133179349300428","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202133179349300428_public.xml","2020v4.1","50258941","BETHANY HOME OF RI INC","","990","2020","","","","","46715","847146","186668","","1080529","","","","","3621004","3212","","","3212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3820","4708565","3621004","0","7032","EIN-05-0258941"
"https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102009349301110","https://gt990datalake-rawdata-qa.s3.amazonaws.com/EfileData/XmlFiles/202102009349301110_public.xml","2020v4.1","20240383","PORTSMOUTH HISTORICAL SOCIETY","","990","2020","","","","","","","630053","","630053","","","","","15888","289","","","289","","","","","","","","","49055","","0","","49055","","49055","","","49055","","","","","","","","","","","","","","25459","22388","","","3071","","","3071","","","","","","","31538","15281","16257","16257","","","","","","","60600","775213","32145","0","113015","EIN-02-0240383"
